Source,Target,Weight
21-1015.00,29-1122.00,0.9596
21-1015.00,29-1123.00,0.9683
21-1015.00,29-1125.00,0.9663
21-1015.00,29-1129.01,0.9612
21-1015.00,29-1223.00,0.9651
21-1021.00,21-1022.00,0.9589
21-1021.00,21-1023.00,0.9632
21-1021.00,21-1092.00,0.9595
21-1021.00,21-1093.00,0.9608
21-1021.00,29-1123.00,0.9646
21-1021.00,29-1125.00,0.9511
21-1021.00,29-1214.00,0.9525
21-1021.00,29-2053.00,0.9555
21-1022.00,21-1023.00,0.9709
21-1022.00,21-1091.00,0.9524
21-1022.00,21-1093.00,0.955
21-1022.00,29-1011.00,0.9557
21-1022.00,29-1123.00,0.9517
21-1022.00,29-1125.00,0.9669
21-1022.00,29-1129.01,0.9519
21-1022.00,29-1141.04,0.9561
21-1022.00,29-1161.00,0.9608
21-1022.00,29-1223.00,0.9662
21-1022.00,29-1229.02,0.9527
21-1023.00,21-1091.00,0.9525
21-1023.00,21-1093.00,0.964
21-1023.00,25-2051.00,0.9598
21-1023.00,25-2058.00,0.9568
21-1023.00,29-1122.00,0.951
21-1023.00,29-1123.00,0.9521
21-1023.00,29-1125.00,0.9654
21-1023.00,29-1129.01,0.9584
21-1023.00,29-1141.02,0.9629
21-1023.00,29-1141.04,0.9553
21-1023.00,29-1161.00,0.9548
21-1023.00,29-1213.00,0.9519
21-1023.00,29-1214.00,0.9587
21-1023.00,29-1223.00,0.9591
21-1023.00,29-1229.02,0.9503
21-1023.00,29-2053.00,0.952
21-1091.00,25-1031.00,0.9566
21-1091.00,25-1062.00,0.9626
21-1091.00,25-1065.00,0.9628
21-1091.00,25-1067.00,0.9627
21-1091.00,25-1081.00,0.957
21-1091.00,25-1111.00,0.9521
21-1091.00,25-1113.00,0.9545
21-1091.00,25-1122.00,0.9569
21-1091.00,25-1125.00,0.9633
21-1091.00,25-9021.00,0.9577
21-1091.00,29-1122.00,0.9588
21-1091.00,29-1125.00,0.9537
21-1091.00,29-1223.00,0.9524
21-1092.00,21-1093.00,0.9544
21-1092.00,27-3023.00,0.9546
21-1092.00,33-3021.00,0.9702
21-1092.00,33-3021.02,0.9532
21-1092.00,33-3051.04,0.976
21-1092.00,33-9021.00,0.9734
21-1093.00,21-1094.00,0.9588
21-1093.00,27-3023.00,0.9528
21-1093.00,29-1125.00,0.9657
21-1093.00,29-1161.00,0.9507
21-1093.00,29-1214.00,0.9592
21-1093.00,29-2053.00,0.9579
21-1093.00,29-2099.08,0.9601
21-1093.00,31-1133.00,0.9508
21-1093.00,31-9099.01,0.9549
21-1093.00,33-3021.00,0.95
21-1093.00,33-3051.04,0.9526
21-1093.00,33-9011.00,0.9542
21-1093.00,33-9021.00,0.953
21-1093.00,39-9011.01,0.9561
21-1093.00,39-9041.00,0.954
21-1093.00,41-4011.07,0.9562
21-1093.00,43-4161.00,0.9578
21-1093.00,43-4181.00,0.9524
21-1093.00,43-6011.00,0.9513
21-1094.00,25-2012.00,0.9518
21-1094.00,25-2051.00,0.9576
21-1094.00,25-2059.01,0.9642
21-1094.00,25-9031.00,0.9539
21-1094.00,27-3023.00,0.9502
21-1094.00,29-1122.01,0.9569
21-1094.00,29-1125.00,0.9506
21-1094.00,29-2099.08,0.9505
21-1094.00,31-2011.00,0.9687
21-1094.00,33-1011.00,0.9565
21-1094.00,33-1012.00,0.9645
21-1094.00,33-3051.00,0.9516
21-1094.00,39-1013.00,0.9518
21-1094.00,39-1022.00,0.9622
21-1094.00,43-4031.00,0.9507
21-1094.00,43-4181.00,0.9523
21-1094.00,43-9041.00,0.9513
21-2011.00,25-9031.00,0.9513
21-2011.00,29-2099.08,0.955
21-2021.00,25-9031.00,0.9552
21-2021.00,27-1022.00,0.9563
23-1011.00,23-1021.00,0.9769
23-1011.00,23-1022.00,0.9642
23-1011.00,23-1023.00,0.9682
23-1011.00,27-2012.04,0.9737
23-1011.00,27-2041.00,0.966
23-1011.00,27-3031.00,0.9738
23-1011.00,33-3021.06,0.9558
23-1011.00,43-4161.00,0.9533
23-1012.00,23-1021.00,0.9569
23-1012.00,23-2011.00,0.9587
23-1012.00,23-2093.00,0.9505
23-1012.00,27-3043.00,0.9573
23-1012.00,27-3043.05,0.9642
23-1012.00,33-3021.06,0.9582
23-1012.00,43-4021.00,0.9513
23-1012.00,43-4161.00,0.9516
23-1021.00,23-1022.00,0.9538
23-1021.00,23-1023.00,0.9888
23-1021.00,23-2011.00,0.9579
23-1021.00,23-2093.00,0.9535
23-1021.00,27-2012.04,0.9699
23-1021.00,27-3031.00,0.9506
23-1021.00,29-1129.01,0.9599
23-1021.00,33-3021.06,0.9651
23-1021.00,33-9021.00,0.9627
23-1021.00,43-4021.00,0.9552
23-1021.00,43-4061.00,0.9552
23-1021.00,43-4161.00,0.9687
23-1022.00,41-4012.00,0.9565
23-1023.00,27-2012.04,0.9623
23-1023.00,33-3021.06,0.9537
23-1023.00,33-9021.00,0.9537
23-1023.00,43-4161.00,0.9518
23-2011.00,23-2093.00,0.9533
23-2011.00,27-3023.00,0.9603
23-2011.00,27-3043.00,0.9618
23-2011.00,33-3021.06,0.9569
23-2011.00,43-4021.00,0.9665
23-2011.00,43-4061.00,0.9742
23-2011.00,43-4161.00,0.9754
23-2011.00,43-6012.00,0.961
23-2093.00,27-3023.00,0.9578
23-2093.00,33-3021.06,0.952
23-2093.00,33-9021.00,0.9529
23-2093.00,43-3061.00,0.955
23-2093.00,43-4011.00,0.9537
23-2093.00,43-4021.00,0.9653
23-2093.00,43-4031.00,0.9586
23-2093.00,43-4041.00,0.9619
23-2093.00,43-4061.00,0.9539
23-2093.00,43-4071.00,0.9513
23-2093.00,43-4161.00,0.9745
23-2093.00,43-6012.00,0.9562
23-2093.00,43-6013.00,0.9564
23-2093.00,43-6014.00,0.956
25-1011.00,25-1021.00,0.9687
25-1011.00,25-1022.00,0.9677
25-1011.00,25-1031.00,0.9821
25-1011.00,25-1043.00,0.9607
25-1011.00,25-1061.00,0.9595
25-1011.00,25-1062.00,0.9657
25-1011.00,25-1063.00,0.9818
25-1011.00,25-1064.00,0.9671
25-1011.00,25-1065.00,0.962
25-1011.00,25-1066.00,0.9645
25-1011.00,25-1067.00,0.9676
25-1011.00,25-1071.00,0.9519
25-1011.00,25-1072.00,0.965
25-1011.00,25-1081.00,0.9778
25-1011.00,25-1082.00,0.9852
25-1011.00,25-1111.00,0.9756
25-1011.00,25-1112.00,0.9782
25-1011.00,25-1113.00,0.98
25-1011.00,25-1121.00,0.9688
25-1011.00,25-1122.00,0.9799
25-1011.00,25-1123.00,0.9702
25-1011.00,25-1124.00,0.9813
25-1011.00,25-1125.00,0.9736
25-1011.00,25-1126.00,0.9803
25-1011.00,25-1192.00,0.9847
25-1011.00,25-1193.00,0.9554
25-1011.00,25-2021.00,0.9563
25-1011.00,25-2022.00,0.9614
25-1011.00,25-2023.00,0.9571
25-1011.00,25-2031.00,0.9725
25-1011.00,25-2051.00,0.9613
25-1011.00,25-2057.00,0.9512
25-1011.00,25-2058.00,0.9563
25-1011.00,25-3011.00,0.9626
25-1011.00,25-3041.00,0.967
25-1011.00,25-9031.00,0.9589
25-1011.00,33-3021.06,0.9614
25-1021.00,25-1031.00,0.9642
25-1021.00,25-1043.00,0.9564
25-1021.00,25-1063.00,0.9566
25-1021.00,25-1064.00,0.9539
25-1021.00,25-1066.00,0.9619
25-1021.00,25-1072.00,0.9594
25-1021.00,25-1082.00,0.9601
25-1021.00,25-1113.00,0.9561
25-1021.00,25-1122.00,0.9518
25-1021.00,25-1124.00,0.9508
25-1021.00,25-1192.00,0.9552
25-1022.00,25-1032.00,0.958
25-1022.00,25-1063.00,0.9625
25-1022.00,25-1192.00,0.951
25-1031.00,25-1032.00,0.954
25-1031.00,25-1043.00,0.962
25-1031.00,25-1061.00,0.9522
25-1031.00,25-1062.00,0.9696
25-1031.00,25-1063.00,0.9726
25-1031.00,25-1064.00,0.9618
25-1031.00,25-1065.00,0.9644
25-1031.00,25-1066.00,0.9713
25-1031.00,25-1067.00,0.9718
25-1031.00,25-1071.00,0.9511
25-1031.00,25-1072.00,0.9769
25-1031.00,25-1081.00,0.9698
25-1031.00,25-1082.00,0.9725
25-1031.00,25-1111.00,0.9696
25-1031.00,25-1112.00,0.962
25-1031.00,25-1113.00,0.9833
25-1031.00,25-1121.00,0.9621
25-1031.00,25-1122.00,0.973
25-1031.00,25-1123.00,0.9584
25-1031.00,25-1124.00,0.9786
25-1031.00,25-1125.00,0.9704
25-1031.00,25-1126.00,0.9743
25-1031.00,25-1192.00,0.982
25-1031.00,25-1193.00,0.9684
25-1031.00,25-2021.00,0.9572
25-1031.00,25-2023.00,0.9649
25-1031.00,25-2031.00,0.9719
25-1031.00,25-2051.00,0.9596
25-1031.00,25-2058.00,0.9558
25-1031.00,25-9031.00,0.9548
25-1031.00,29-1122.00,0.9538
25-1031.00,29-1127.00,0.9506
25-1032.00,25-1041.00,0.9575
25-1032.00,25-1042.00,0.9579
25-1032.00,25-1043.00,0.962
25-1032.00,25-1051.00,0.9734
25-1032.00,25-1052.00,0.9557
25-1032.00,25-1053.00,0.9641
25-1032.00,25-1061.00,0.95
25-1032.00,25-1063.00,0.9677
25-1032.00,25-1064.00,0.9539
25-1032.00,25-1066.00,0.967
25-1032.00,25-1072.00,0.9503
25-1041.00,25-1042.00,0.9628
25-1041.00,25-1043.00,0.9815
25-1041.00,25-1051.00,0.9563
25-1041.00,25-1052.00,0.9573
25-1041.00,25-1053.00,0.9642
25-1041.00,25-1061.00,0.966
25-1041.00,25-1066.00,0.9597
25-1041.00,25-1071.00,0.9641
25-1041.00,25-1072.00,0.9723
25-1041.00,25-1082.00,0.95
25-1041.00,25-1192.00,0.952
25-1042.00,25-1043.00,0.9567
25-1042.00,25-1051.00,0.9737
25-1042.00,25-1052.00,0.965
25-1042.00,25-1053.00,0.9842
25-1042.00,25-1054.00,0.9675
25-1042.00,25-1061.00,0.9772
25-1042.00,25-1064.00,0.953
25-1042.00,25-1066.00,0.969
25-1042.00,25-1067.00,0.9549
25-1042.00,25-1071.00,0.9811
25-1042.00,29-1215.00,0.9515
25-1042.00,29-1229.01,0.9501
25-1043.00,25-1051.00,0.9628
25-1043.00,25-1052.00,0.9573
25-1043.00,25-1053.00,0.9725
25-1043.00,25-1061.00,0.9653
25-1043.00,25-1062.00,0.9505
25-1043.00,25-1063.00,0.9535
25-1043.00,25-1064.00,0.9667
25-1043.00,25-1066.00,0.9658
25-1043.00,25-1067.00,0.9543
25-1043.00,25-1071.00,0.9606
25-1043.00,25-1072.00,0.9744
25-1043.00,25-1082.00,0.9633
25-1043.00,25-1113.00,0.9605
25-1043.00,25-1122.00,0.9565
25-1043.00,25-1192.00,0.9626
25-1051.00,25-1052.00,0.9691
25-1051.00,25-1053.00,0.9852
25-1051.00,25-1061.00,0.9731
25-1051.00,25-1063.00,0.9582
25-1051.00,25-1064.00,0.9738
25-1051.00,25-1066.00,0.977
25-1051.00,25-1067.00,0.9513
25-1051.00,25-1071.00,0.9508
25-1051.00,25-1113.00,0.9542
25-1052.00,25-1053.00,0.981
25-1052.00,25-1066.00,0.9606
25-1052.00,29-1217.00,0.9518
25-1053.00,25-1054.00,0.9503
25-1053.00,25-1061.00,0.9722
25-1053.00,25-1064.00,0.9634
25-1053.00,25-1066.00,0.973
25-1053.00,25-1067.00,0.9539
25-1053.00,25-1071.00,0.9634
25-1053.00,25-1072.00,0.9529
25-1053.00,25-1192.00,0.952
25-1053.00,29-1229.05,0.9531
25-1054.00,25-1071.00,0.96
25-1061.00,25-1062.00,0.9624
25-1061.00,25-1063.00,0.9577
25-1061.00,25-1064.00,0.9786
25-1061.00,25-1065.00,0.9633
25-1061.00,25-1066.00,0.979
25-1061.00,25-1067.00,0.9806
25-1061.00,25-1071.00,0.9727
25-1061.00,25-1072.00,0.9583
25-1061.00,25-1081.00,0.9626
25-1061.00,25-1082.00,0.964
25-1061.00,25-1111.00,0.9522
25-1061.00,25-1113.00,0.9699
25-1061.00,25-1122.00,0.9603
25-1061.00,25-1123.00,0.9553
25-1061.00,25-1124.00,0.9533
25-1061.00,25-1125.00,0.9612
25-1061.00,25-1126.00,0.9523
25-1061.00,25-1192.00,0.9632
25-1062.00,25-1063.00,0.9619
25-1062.00,25-1064.00,0.9814
25-1062.00,25-1065.00,0.9858
25-1062.00,25-1066.00,0.9649
25-1062.00,25-1067.00,0.9723
25-1062.00,25-1072.00,0.9516
25-1062.00,25-1081.00,0.9825
25-1062.00,25-1082.00,0.9755
25-1062.00,25-1111.00,0.963
25-1062.00,25-1112.00,0.9609
25-1062.00,25-1113.00,0.977
25-1062.00,25-1121.00,0.966
25-1062.00,25-1122.00,0.9798
25-1062.00,25-1123.00,0.9611
25-1062.00,25-1124.00,0.9699
25-1062.00,25-1125.00,0.9721
25-1062.00,25-1126.00,0.9803
25-1062.00,25-1192.00,0.9708
25-1062.00,25-1193.00,0.9638
25-1063.00,25-1064.00,0.975
25-1063.00,25-1065.00,0.9556
25-1063.00,25-1066.00,0.9741
25-1063.00,25-1067.00,0.9568
25-1063.00,25-1072.00,0.95
25-1063.00,25-1081.00,0.9555
25-1063.00,25-1082.00,0.9626
25-1063.00,25-1111.00,0.9562
25-1063.00,25-1112.00,0.9544
25-1063.00,25-1113.00,0.9721
25-1063.00,25-1122.00,0.9589
25-1063.00,25-1124.00,0.9563
25-1063.00,25-1126.00,0.9667
25-1063.00,25-1192.00,0.9766
25-1064.00,25-1065.00,0.9724
25-1064.00,25-1066.00,0.9805
25-1064.00,25-1067.00,0.9652
25-1064.00,25-1071.00,0.9529
25-1064.00,25-1072.00,0.9538
25-1064.00,25-1081.00,0.9654
25-1064.00,25-1082.00,0.9641
25-1064.00,25-1113.00,0.9753
25-1064.00,25-1122.00,0.966
25-1064.00,25-1124.00,0.9529
25-1064.00,25-1125.00,0.9534
25-1064.00,25-1126.00,0.9574
25-1064.00,25-1192.00,0.9623
25-1065.00,25-1066.00,0.9542
25-1065.00,25-1067.00,0.9751
25-1065.00,25-1071.00,0.9529
25-1065.00,25-1081.00,0.9814
25-1065.00,25-1082.00,0.9652
25-1065.00,25-1111.00,0.975
25-1065.00,25-1112.00,0.9626
25-1065.00,25-1113.00,0.9754
25-1065.00,25-1121.00,0.9678
25-1065.00,25-1122.00,0.9758
25-1065.00,25-1123.00,0.9632
25-1065.00,25-1124.00,0.9682
25-1065.00,25-1125.00,0.9817
25-1065.00,25-1126.00,0.9724
25-1065.00,25-1192.00,0.9627
25-1065.00,25-1193.00,0.9609
25-1066.00,25-1067.00,0.9711
25-1066.00,25-1071.00,0.9594
25-1066.00,25-1072.00,0.9676
25-1066.00,25-1081.00,0.9507
25-1066.00,25-1082.00,0.9635
25-1066.00,25-1113.00,0.9798
25-1066.00,25-1122.00,0.9542
25-1066.00,25-1124.00,0.9513
25-1066.00,25-1126.00,0.9546
25-1066.00,25-1192.00,0.9687
25-1066.00,25-2031.00,0.9509
25-1066.00,29-1229.05,0.9537
25-1066.00,29-1299.02,0.9514
25-1067.00,25-1071.00,0.9589
25-1067.00,25-1072.00,0.9621
25-1067.00,25-1081.00,0.9802
25-1067.00,25-1082.00,0.9733
25-1067.00,25-1111.00,0.9787
25-1067.00,25-1112.00,0.9565
25-1067.00,25-1113.00,0.9824
25-1067.00,25-1121.00,0.977
25-1067.00,25-1122.00,0.9712
25-1067.00,25-1123.00,0.9639
25-1067.00,25-1124.00,0.9716
25-1067.00,25-1125.00,0.9802
25-1067.00,25-1126.00,0.9708
25-1067.00,25-1192.00,0.976
25-1067.00,25-1193.00,0.9651
25-1067.00,25-2023.00,0.9542
25-1067.00,25-2031.00,0.955
25-1067.00,25-2051.00,0.9578
25-1067.00,29-1122.00,0.9514
25-1071.00,25-1072.00,0.9581
25-1071.00,25-1113.00,0.9523
25-1071.00,25-1125.00,0.9582
25-1071.00,25-1193.00,0.9513
25-1071.00,29-1215.00,0.9533
25-1072.00,25-1082.00,0.9688
25-1072.00,25-1113.00,0.9745
25-1072.00,25-1122.00,0.9642
25-1072.00,25-1124.00,0.9613
25-1072.00,25-1125.00,0.9543
25-1072.00,25-1126.00,0.9548
25-1072.00,25-1192.00,0.9725
25-1072.00,25-1193.00,0.9678
25-1072.00,25-2021.00,0.9589
25-1072.00,25-2022.00,0.9651
25-1072.00,25-2023.00,0.9635
25-1072.00,25-2031.00,0.9787
25-1072.00,25-2051.00,0.9666
25-1072.00,25-2056.00,0.9656
25-1072.00,25-2057.00,0.9534
25-1072.00,25-2058.00,0.9632
25-1072.00,25-2059.01,0.9548
25-1072.00,25-3011.00,0.9518
25-1072.00,25-9021.00,0.9545
25-1072.00,25-9031.00,0.9611
25-1072.00,25-9044.00,0.961
25-1072.00,29-1122.00,0.9616
25-1072.00,29-1128.00,0.9597
25-1072.00,29-1141.02,0.953
25-1072.00,29-1161.00,0.954
25-1072.00,29-1217.00,0.9605
25-1072.00,29-1229.02,0.952
25-1072.00,29-1229.04,0.9614
25-1072.00,29-1229.05,0.9591
25-1072.00,29-1299.01,0.9516
25-1081.00,25-1082.00,0.9828
25-1081.00,25-1111.00,0.9831
25-1081.00,25-1112.00,0.9684
25-1081.00,25-1113.00,0.9778
25-1081.00,25-1121.00,0.986
25-1081.00,25-1122.00,0.9873
25-1081.00,25-1123.00,0.9717
25-1081.00,25-1124.00,0.9787
25-1081.00,25-1125.00,0.9876
25-1081.00,25-1126.00,0.9787
25-1081.00,25-1192.00,0.9764
25-1081.00,25-1193.00,0.9683
25-1081.00,25-2023.00,0.9552
25-1081.00,25-2031.00,0.9566
25-1081.00,25-2051.00,0.9502
25-1081.00,25-2058.00,0.9504
25-1081.00,25-9031.00,0.9578
25-1082.00,25-1111.00,0.9766
25-1082.00,25-1112.00,0.9793
25-1082.00,25-1113.00,0.9815
25-1082.00,25-1121.00,0.9733
25-1082.00,25-1122.00,0.9904
25-1082.00,25-1123.00,0.9772
25-1082.00,25-1124.00,0.9855
25-1082.00,25-1125.00,0.9729
25-1082.00,25-1126.00,0.9844
25-1082.00,25-1192.00,0.9846
25-1082.00,25-1193.00,0.9632
25-1082.00,25-2021.00,0.9535
25-1082.00,25-2022.00,0.9637
25-1082.00,25-2023.00,0.96
25-1082.00,25-2031.00,0.9739
25-1082.00,25-2051.00,0.9691
25-1082.00,25-2056.00,0.9564
25-1082.00,25-2057.00,0.9528
25-1082.00,25-2058.00,0.9609
25-1082.00,25-3011.00,0.9602
25-1082.00,25-3041.00,0.9578
25-1082.00,25-9031.00,0.9632
25-1111.00,25-1112.00,0.9792
25-1111.00,25-1113.00,0.9733
25-1111.00,25-1121.00,0.9799
25-1111.00,25-1122.00,0.9812
25-1111.00,25-1123.00,0.9743
25-1111.00,25-1124.00,0.9825
25-1111.00,25-1125.00,0.9889
25-1111.00,25-1126.00,0.9805
25-1111.00,25-1192.00,0.9715
25-1111.00,25-1193.00,0.9617
25-1111.00,25-2023.00,0.9622
25-1111.00,25-2031.00,0.9529
25-1111.00,25-2051.00,0.9582
25-1111.00,25-3041.00,0.9506
25-1112.00,25-1113.00,0.9656
25-1112.00,25-1121.00,0.9647
25-1112.00,25-1122.00,0.98
25-1112.00,25-1123.00,0.9783
25-1112.00,25-1124.00,0.9882
25-1112.00,25-1125.00,0.9715
25-1112.00,25-1126.00,0.9859
25-1112.00,25-1192.00,0.9706
25-1112.00,25-1193.00,0.9522
25-1112.00,25-2023.00,0.9517
25-1112.00,25-2031.00,0.9603
25-1112.00,25-2051.00,0.9627
25-1112.00,25-2056.00,0.952
25-1112.00,25-3011.00,0.9557
25-1112.00,25-3041.00,0.9553
25-1113.00,25-1121.00,0.9729
25-1113.00,25-1122.00,0.9769
25-1113.00,25-1123.00,0.9675
25-1113.00,25-1124.00,0.9792
25-1113.00,25-1125.00,0.9714
25-1113.00,25-1126.00,0.9781
25-1113.00,25-1192.00,0.9803
25-1113.00,25-1193.00,0.9591
25-1113.00,25-2021.00,0.9594
25-1113.00,25-2022.00,0.9535
25-1113.00,25-2023.00,0.9598
25-1113.00,25-2031.00,0.97
25-1113.00,25-2051.00,0.9582
25-1113.00,25-2058.00,0.9599
25-1113.00,25-3011.00,0.955
25-1113.00,25-3041.00,0.9606
25-1113.00,25-9031.00,0.9513
25-1121.00,25-1122.00,0.9742
25-1121.00,25-1123.00,0.968
25-1121.00,25-1124.00,0.9777
25-1121.00,25-1125.00,0.9828
25-1121.00,25-1126.00,0.9757
25-1121.00,25-1192.00,0.9686
25-1121.00,25-1193.00,0.9586
25-1121.00,25-2023.00,0.9654
25-1121.00,25-2031.00,0.9579
25-1121.00,25-9031.00,0.9517
25-1122.00,25-1123.00,0.9765
25-1122.00,25-1124.00,0.9834
25-1122.00,25-1125.00,0.9841
25-1122.00,25-1126.00,0.9823
25-1122.00,25-1192.00,0.9755
25-1122.00,25-1193.00,0.9722
25-1122.00,25-2022.00,0.9655
25-1122.00,25-2023.00,0.9578
25-1122.00,25-2031.00,0.9731
25-1122.00,25-2051.00,0.9634
25-1122.00,25-2056.00,0.9524
25-1122.00,25-2058.00,0.9626
25-1122.00,25-3011.00,0.957
25-1122.00,25-3041.00,0.9578
25-1122.00,25-4011.00,0.9501
25-1122.00,25-9031.00,0.9702
25-1122.00,29-1141.02,0.9511
25-1122.00,33-3021.06,0.9514
25-1123.00,25-1124.00,0.9839
25-1123.00,25-1125.00,0.9773
25-1123.00,25-1126.00,0.9829
25-1123.00,25-1192.00,0.965
25-1123.00,25-1193.00,0.9536
25-1123.00,25-2021.00,0.9507
25-1123.00,25-2023.00,0.9526
25-1123.00,25-2031.00,0.9542
25-1123.00,25-2051.00,0.9572
25-1123.00,25-2057.00,0.9505
25-1123.00,25-3011.00,0.9641
25-1123.00,25-3031.00,0.9576
25-1123.00,25-3041.00,0.9678
25-1124.00,25-1125.00,0.9785
25-1124.00,25-1126.00,0.9904
25-1124.00,25-1192.00,0.9762
25-1124.00,25-1193.00,0.9621
25-1124.00,25-2021.00,0.9616
25-1124.00,25-2023.00,0.9659
25-1124.00,25-2031.00,0.9676
25-1124.00,25-2051.00,0.9687
25-1124.00,25-2056.00,0.9585
25-1124.00,25-2057.00,0.9525
25-1124.00,25-2058.00,0.9561
25-1124.00,25-2059.01,0.9543
25-1124.00,25-3011.00,0.9588
25-1124.00,25-3021.00,0.9558
25-1124.00,25-3031.00,0.9568
25-1124.00,25-3041.00,0.9663
25-1124.00,25-9031.00,0.9538
25-1124.00,25-9044.00,0.9535
25-1125.00,25-1126.00,0.977
25-1125.00,25-1192.00,0.9665
25-1125.00,25-1193.00,0.9754
25-1125.00,25-2021.00,0.9527
25-1125.00,25-2022.00,0.9538
25-1125.00,25-2023.00,0.9575
25-1125.00,25-2031.00,0.9617
25-1125.00,25-2051.00,0.9595
25-1125.00,25-2057.00,0.9504
25-1125.00,25-2058.00,0.9604
25-1125.00,25-3031.00,0.9537
25-1125.00,25-3041.00,0.9576
25-1125.00,25-9031.00,0.9604
25-1126.00,25-1192.00,0.9807
25-1126.00,25-1193.00,0.9576
25-1126.00,25-2021.00,0.9532
25-1126.00,25-2023.00,0.9651
25-1126.00,25-2031.00,0.9617
25-1126.00,25-2051.00,0.9675
25-1126.00,25-2056.00,0.9565
25-1126.00,25-2058.00,0.9533
25-1126.00,25-3011.00,0.9523
25-1126.00,25-3031.00,0.9501
25-1126.00,25-3041.00,0.9595
25-1126.00,25-9031.00,0.9523
25-1126.00,33-3021.06,0.9517
25-1192.00,25-1193.00,0.9658
25-1192.00,25-2021.00,0.9516
25-1192.00,25-2022.00,0.9517
25-1192.00,25-2023.00,0.9658
25-1192.00,25-2031.00,0.9708
25-1192.00,25-2051.00,0.9637
25-1192.00,25-2056.00,0.9582
25-1192.00,25-9031.00,0.9533
25-1192.00,25-9044.00,0.9531
25-1193.00,25-2031.00,0.957
25-1193.00,25-2058.00,0.9546
25-1193.00,25-9031.00,0.9567
25-1193.00,29-1122.00,0.9578
25-1194.00,25-2023.00,0.9574
25-1194.00,25-2032.00,0.9501
25-2011.00,25-2012.00,0.9777
25-2011.00,25-2021.00,0.957
25-2011.00,25-2022.00,0.9521
25-2011.00,25-2023.00,0.9617
25-2011.00,25-2031.00,0.9591
25-2011.00,25-2032.00,0.9532
25-2011.00,25-2051.00,0.9604
25-2011.00,25-2056.00,0.9703
25-2011.00,25-2058.00,0.9613
25-2011.00,25-2059.01,0.9684
25-2011.00,25-3021.00,0.9529
25-2011.00,25-3031.00,0.9583
25-2011.00,25-9031.00,0.9561
25-2011.00,25-9042.00,0.9559
25-2011.00,25-9043.00,0.9603
25-2011.00,27-2022.00,0.9525
25-2011.00,27-2032.00,0.9569
25-2011.00,29-1125.00,0.9508
25-2011.00,29-1129.02,0.9649
25-2011.00,29-2053.00,0.9565
25-2011.00,39-2011.00,0.9519
25-2011.00,39-9032.00,0.9585
25-2012.00,25-2021.00,0.9682
25-2012.00,25-2022.00,0.9665
25-2012.00,25-2031.00,0.9636
25-2012.00,25-2032.00,0.9561
25-2012.00,25-2051.00,0.9651
25-2012.00,25-2056.00,0.9625
25-2012.00,25-2057.00,0.9697
25-2012.00,25-2058.00,0.9765
25-2012.00,25-2059.01,0.9676
25-2012.00,25-3011.00,0.9609
25-2012.00,25-3021.00,0.9597
25-2012.00,25-3031.00,0.968
25-2012.00,25-3041.00,0.9513
25-2012.00,25-9031.00,0.9632
25-2012.00,25-9042.00,0.9558
25-2012.00,25-9043.00,0.9623
25-2012.00,27-2022.00,0.9531
25-2012.00,27-2031.00,0.9516
25-2012.00,27-2032.00,0.9605
25-2012.00,29-1122.01,0.9545
25-2012.00,29-2053.00,0.9546
25-2012.00,31-2011.00,0.9553
25-2012.00,39-9011.00,0.9644
25-2012.00,39-9032.00,0.9516
25-2021.00,25-2022.00,0.9705
25-2021.00,25-2023.00,0.9627
25-2021.00,25-2031.00,0.975
25-2021.00,25-2032.00,0.9529
25-2021.00,25-2051.00,0.9787
25-2021.00,25-2056.00,0.9672
25-2021.00,25-2057.00,0.9809
25-2021.00,25-2058.00,0.9824
25-2021.00,25-2059.01,0.9624
25-2021.00,25-3011.00,0.9772
25-2021.00,25-3021.00,0.9593
25-2021.00,25-3031.00,0.9702
25-2021.00,25-3041.00,0.9672
25-2021.00,25-9031.00,0.9601
25-2021.00,25-9043.00,0.9621
25-2021.00,25-9044.00,0.9522
25-2021.00,29-1122.01,0.9509
25-2021.00,29-1129.01,0.9538
25-2021.00,29-1141.02,0.9535
25-2022.00,25-2031.00,0.9865
25-2022.00,25-2032.00,0.9599
25-2022.00,25-2051.00,0.9663
25-2022.00,25-2056.00,0.9684
25-2022.00,25-2057.00,0.9772
25-2022.00,25-2058.00,0.9854
25-2022.00,25-2059.01,0.9533
25-2022.00,25-3011.00,0.9744
25-2022.00,25-3031.00,0.9568
25-2022.00,25-3041.00,0.9636
25-2022.00,25-9031.00,0.9805
25-2022.00,25-9042.00,0.9534
25-2022.00,29-1141.02,0.9718
25-2023.00,25-2031.00,0.9683
25-2023.00,25-2032.00,0.9552
25-2023.00,25-2051.00,0.9686
25-2023.00,25-2056.00,0.9752
25-2023.00,25-2058.00,0.9558
25-2023.00,25-2059.01,0.9682
25-2023.00,25-3021.00,0.9642
25-2023.00,25-3031.00,0.9559
25-2023.00,25-3041.00,0.9537
25-2023.00,25-9031.00,0.9579
25-2023.00,25-9044.00,0.9516
25-2023.00,29-1122.00,0.952
25-2023.00,29-1125.00,0.9522
25-2031.00,25-2032.00,0.9505
25-2031.00,25-2051.00,0.9761
25-2031.00,25-2056.00,0.9767
25-2031.00,25-2057.00,0.9673
25-2031.00,25-2058.00,0.9803
25-2031.00,25-2059.01,0.9588
25-2031.00,25-3011.00,0.9636
25-2031.00,25-3021.00,0.9508
25-2031.00,25-3031.00,0.9569
